#proteinId	gotermId	goName	gotermType	goAcc
21001	3878	spliceosome	cellular_component	GO:0005681
705680	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
705680	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
705680	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
705680	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
705680	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
705680	10082	ATPase activity	molecular_function	GO:0016887
705680	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
705680	18132	ATPase activity, coupled	molecular_function	GO:0042623
705680	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
705680	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
705680	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
705681	4143	carbohydrate metabolic process	biological_process	GO:0005975
705681	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
705681	2290	catalytic activity	molecular_function	GO:0003824
705689	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
705689	4143	carbohydrate metabolic process	biological_process	GO:0005975
705689	4639	proteolysis	biological_process	GO:0006508
705689	5909	metallopeptidase activity	molecular_function	GO:0008237
705689	5939	zinc ion binding	molecular_function	GO:0008270
705695	3838	nucleus	cellular_component	GO:0005634
705695	4440	DNA repair	biological_process	GO:0006281
705695	5766	phosphoric diester hydrolase activity	molecular_function	GO:0008081
705695	2918	phosphodiesterase I activity	molecular_function	GO:0004528
705698	3727	protein binding	molecular_function	GO:0005515
705702	2290	catalytic activity	molecular_function	GO:0003824
705702	3708	binding	molecular_function	GO:0005488
705702	5830	metabolic process	biological_process	GO:0008152
705703	3727	protein binding	molecular_function	GO:0005515
705712	3782	extracellular region	cellular_component	GO:0005576
705713	3166	triacylglycerol lipase activity	molecular_function	GO:0004806
705713	4758	lipid metabolic process	biological_process	GO:0006629
705713	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
705713	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
705713	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
705713	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
705713	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
705714	2227	structural constituent of ribosome	molecular_function	GO:0003735
705714	3827	intracellular	cellular_component	GO:0005622
705714	4025	ribosome	cellular_component	GO:0005840
705714	4556	translation	biological_process	GO:0006412
705719	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
705719	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
705719	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
705719	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
705719	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
705720	4037	cytoskeleton	cellular_component	GO:0005856
705720	12940	actin filament polymerization	biological_process	GO:0030041
705725	3824	cell wall	cellular_component	GO:0005618
705725	13460	pectinesterase activity	molecular_function	GO:0030599
705725	18059	cell wall modification	biological_process	GO:0042545
705725	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
705725	3782	extracellular region	cellular_component	GO:0005576
705725	4143	carbohydrate metabolic process	biological_process	GO:0005975
705725	13137	cellulose binding	molecular_function	GO:0030248
705733	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
705733	4143	carbohydrate metabolic process	biological_process	GO:0005975
705754	9321	integral to membrane	cellular_component	GO:0016021
705764	3736	ATP binding	molecular_function	GO:0005524
705764	4927	transport	biological_process	GO:0006810
705764	9321	integral to membrane	cellular_component	GO:0016021
705764	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
705764	10082	ATPase activity	molecular_function	GO:0016887
705764	162	nucleotide binding	molecular_function	GO:0000166
705764	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
705770	2175	nucleic acid binding	molecular_function	GO:0003676
705770	5939	zinc ion binding	molecular_function	GO:0008270
705771	3736	ATP binding	molecular_function	GO:0005524
705771	10082	ATPase activity	molecular_function	GO:0016887
705771	162	nucleotide binding	molecular_function	GO:0000166
705771	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
705775	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
705775	6276	carbohydrate transport	biological_process	GO:0008643
705775	9320	membrane	cellular_component	GO:0016020
705775	3546	transporter activity	molecular_function	GO:0005215
705775	4927	transport	biological_process	GO:0006810
705775	9321	integral to membrane	cellular_component	GO:0016021
705775	6356	L-arabinose isomerase activity	molecular_function	GO:0008733
705776	3043	protein kinase activity	molecular_function	GO:0004672
705776	3736	ATP binding	molecular_function	GO:0005524
705776	4602	protein amino acid phosphorylation	biological_process	GO:0006468
705776	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
705776	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
705793	6075	acyltransferase activity	molecular_function	GO:0008415
705804	4734	protein targeting	biological_process	GO:0006605
705804	4994	intracellular protein transport	biological_process	GO:0006886
705804	9320	membrane	cellular_component	GO:0016020
705804	8400	protein transport	biological_process	GO:0015031
705804	8790	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	molecular_function	GO:0015450
705806	3433	Rab GTPase activator activity	molecular_function	GO:0005097
705806	3827	intracellular	cellular_component	GO:0005622
705806	15148	regulation of Rab GTPase activity	biological_process	GO:0032313
705819	9321	integral to membrane	cellular_component	GO:0016021
705819	9705	protein processing	biological_process	GO:0016485
705823	3736	ATP binding	molecular_function	GO:0005524
705823	162	nucleotide binding	molecular_function	GO:0000166
705823	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
705823	3708	binding	molecular_function	GO:0005488
705823	6223	vesicle-fusing ATPase activity	molecular_function	GO:0008576
705824	3727	protein binding	molecular_function	GO:0005515
705824	5939	zinc ion binding	molecular_function	GO:0008270
705829	4931	sodium ion transport	biological_process	GO:0006814
705829	4993	regulation of pH	biological_process	GO:0006885
705829	8728	sodium:hydrogen antiporter activity	molecular_function	GO:0015385
705829	9321	integral to membrane	cellular_component	GO:0016021
705840	2802	histone acetyltransferase activity	molecular_function	GO:0004402
705845	2290	catalytic activity	molecular_function	GO:0003824
705845	2392	IMP dehydrogenase activity	molecular_function	GO:0003938
705845	4339	GMP biosynthetic process	biological_process	GO:0006177
705855	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
705855	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
705855	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
705855	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
705855	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
705857	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
705857	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
705857	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
705857	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
705857	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
705863	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
705863	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
705863	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
705863	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
705863	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
705874	3708	binding	molecular_function	GO:0005488
705889	5765	N-acetyltransferase activity	molecular_function	GO:0008080
705889	5830	metabolic process	biological_process	GO:0008152
705894	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
705894	4143	carbohydrate metabolic process	biological_process	GO:0005975
705895	4758	lipid metabolic process	biological_process	GO:0006629
705895	9986	hydrolase activity, acting on ester bonds	molecular_function	GO:0016788
705896	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
705896	4143	carbohydrate metabolic process	biological_process	GO:0005975
705896	2290	catalytic activity	molecular_function	GO:0003824
705903	4143	carbohydrate metabolic process	biological_process	GO:0005975
705903	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
705903	2290	catalytic activity	molecular_function	GO:0003824
705908	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
705908	4143	carbohydrate metabolic process	biological_process	GO:0005975
705914	4636	GPI anchor metabolic process	biological_process	GO:0006505
705914	4994	intracellular protein transport	biological_process	GO:0006886
705914	9986	hydrolase activity, acting on ester bonds	molecular_function	GO:0016788
705914	14070	intrinsic to endoplasmic reticulum membrane	cellular_component	GO:0031227
705916	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
705916	16887	DNA polymerase activity	molecular_function	GO:0034061
705920	5747	chitin binding	molecular_function	GO:0008061
705920	4143	carbohydrate metabolic process	biological_process	GO:0005975
705920	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
705920	2290	catalytic activity	molecular_function	GO:0003824
705921	4143	carbohydrate metabolic process	biological_process	GO:0005975
705921	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
705921	2290	catalytic activity	molecular_function	GO:0003824
705921	2539	chitin deacetylase activity	molecular_function	GO:0004099
705922	4143	carbohydrate metabolic process	biological_process	GO:0005975
705922	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
705922	2290	catalytic activity	molecular_function	GO:0003824
705922	2539	chitin deacetylase activity	molecular_function	GO:0004099
705926	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
705926	4143	carbohydrate metabolic process	biological_process	GO:0005975
705927	3422	ARF guanyl-nucleotide exchange factor activity	molecular_function	GO:0005086
705927	3827	intracellular	cellular_component	GO:0005622
705927	14847	regulation of ARF protein signal transduction	biological_process	GO:0032012
705932	3736	ATP binding	molecular_function	GO:0005524
705932	4927	transport	biological_process	GO:0006810
705932	9321	integral to membrane	cellular_component	GO:0016021
705932	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
705932	10082	ATPase activity	molecular_function	GO:0016887
705932	162	nucleotide binding	molecular_function	GO:0000166
705932	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
705937	2770	glutathione transferase activity	molecular_function	GO:0004364
705957	4143	carbohydrate metabolic process	biological_process	GO:0005975
705957	6654	xylose isomerase activity	molecular_function	GO:0009045
705958	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
705958	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
705958	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
705958	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
705958	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
705959	162	nucleotide binding	molecular_function	GO:0000166
705960	3930	cytoplasm	cellular_component	GO:0005737
705973	3087	phosphoprotein phosphatase activity	molecular_function	GO:0004721
705973	3089	calcium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004723
705973	3090	magnesium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004724
705973	4132	magnesium-dependent protein serine/threonine phosphatase complex	cellular_component	GO:0005963
705973	6080	CTD phosphatase activity	molecular_function	GO:0008420
705973	6240	calcium-dependent protein serine/threonine phosphatase regulator activity	molecular_function	GO:0008597
705973	10186	myosin phosphatase activity	molecular_function	GO:0017018
705973	10187	myosin phosphatase regulator activity	molecular_function	GO:0017020
705973	10190	myosin phosphatase complex	cellular_component	GO:0017023
705975	3737	GTP binding	molecular_function	GO:0005525
705975	4050	microtubule	cellular_component	GO:0005874
705975	5112	microtubule-based process	biological_process	GO:0007017
705975	3530	structural molecule activity	molecular_function	GO:0005198
705975	5113	microtubule-based movement	biological_process	GO:0007018
705975	18722	protein complex	cellular_component	GO:0043234
705975	24507	protein polymerization	biological_process	GO:0051258
705975	2378	GTPase activity	molecular_function	GO:0003924
705977	3724	calcium ion binding	molecular_function	GO:0005509
705987	2227	structural constituent of ribosome	molecular_function	GO:0003735
705987	3827	intracellular	cellular_component	GO:0005622
705987	4025	ribosome	cellular_component	GO:0005840
705987	4556	translation	biological_process	GO:0006412
706009	2700	subtilase activity	molecular_function	GO:0004289
706009	4639	proteolysis	biological_process	GO:0006508
706009	5747	chitin binding	molecular_function	GO:0008061
706010	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
706010	3782	extracellular region	cellular_component	GO:0005576
706010	4143	carbohydrate metabolic process	biological_process	GO:0005975
706010	13137	cellulose binding	molecular_function	GO:0030248
706011	2175	nucleic acid binding	molecular_function	GO:0003676
706011	5939	zinc ion binding	molecular_function	GO:0008270
706015	3727	protein binding	molecular_function	GO:0005515
706016	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
706016	3782	extracellular region	cellular_component	GO:0005576
706016	4143	carbohydrate metabolic process	biological_process	GO:0005975
706016	13137	cellulose binding	molecular_function	GO:0030248
706027	3724	calcium ion binding	molecular_function	GO:0005509
706034	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
706034	4143	carbohydrate metabolic process	biological_process	GO:0005975
706035	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
706035	16887	DNA polymerase activity	molecular_function	GO:0034061
706039	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
706039	4143	carbohydrate metabolic process	biological_process	GO:0005975
706053	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
706053	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
706053	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
706053	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
706053	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
706062	3838	nucleus	cellular_component	GO:0005634
706062	17777	ribosome biogenesis and assembly	biological_process	GO:0042254
706078	5747	chitin binding	molecular_function	GO:0008061
706078	9985	hydrolase activity	molecular_function	GO:0016787
706078	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
706078	16887	DNA polymerase activity	molecular_function	GO:0034061
706096	2700	subtilase activity	molecular_function	GO:0004289
706096	4639	proteolysis	biological_process	GO:0006508
706096	5747	chitin binding	molecular_function	GO:0008061
706096	2687	cerevisin activity	molecular_function	GO:0004262
706101	2700	subtilase activity	molecular_function	GO:0004289
706101	5812	pancreatic elastase activity	molecular_function	GO:0008132
706101	5915	plasminogen activator activity	molecular_function	GO:0008243
706101	6602	serine-type signal peptidase activity	molecular_function	GO:0008991
706101	10004	proprotein convertase activity	molecular_function	GO:0016808
706112	4968	multidrug transport	biological_process	GO:0006855
706112	8595	drug transporter activity	molecular_function	GO:0015238
706112	8647	antiporter activity	molecular_function	GO:0015297
706112	9320	membrane	cellular_component	GO:0016020
706113	4968	multidrug transport	biological_process	GO:0006855
706113	8595	drug transporter activity	molecular_function	GO:0015238
706113	8647	antiporter activity	molecular_function	GO:0015297
706113	9320	membrane	cellular_component	GO:0016020
706123	12037	small conjugating protein ligase activity	molecular_function	GO:0019787
706123	19152	post-translational protein modification	biological_process	GO:0043687
706123	24495	regulation of protein metabolic process	biological_process	GO:0051246
706123	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
706123	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
706123	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
706123	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
706123	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
706137	4604	protein amino acid dephosphorylation	biological_process	GO:0006470
706137	5817	protein tyrosine/serine/threonine phosphatase activity	molecular_function	GO:0008138
706137	9582	dephosphorylation	biological_process	GO:0016311
706137	9988	phosphoric monoester hydrolase activity	molecular_function	GO:0016791
706137	3091	protein tyrosine phosphatase activity	molecular_function	GO:0004725
706140	162	nucleotide binding	molecular_function	GO:0000166
706140	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
706140	3736	ATP binding	molecular_function	GO:0005524
706140	3930	cytoplasm	cellular_component	GO:0005737
706140	4556	translation	biological_process	GO:0006412
706140	4567	glutamyl-tRNA aminoacylation	biological_process	GO:0006424
706140	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
706140	3179	glutamine-tRNA ligase activity	molecular_function	GO:0004819
706140	4568	glutaminyl-tRNA aminoacylation	biological_process	GO:0006425
706144	9710	oxidoreductase activity	molecular_function	GO:0016491
706144	2750	glucose dehydrogenase activity	molecular_function	GO:0004344
706144	10756	pinocarveol dehydrogenase activity	molecular_function	GO:0018446
706144	10757	chloral hydrate dehydrogenase activity	molecular_function	GO:0018447
706144	10758	hydroxymethylmethylsilanediol oxidase activity	molecular_function	GO:0018448
706144	10759	1-phenylethanol dehydrogenase activity	molecular_function	GO:0018449
706144	10760	myrtenol dehydrogenase activity	molecular_function	GO:0018450
706144	17983	versicolorin reductase activity	molecular_function	GO:0042469
706144	20156	ketoreductase activity	molecular_function	GO:0045703
706150	2175	nucleic acid binding	molecular_function	GO:0003676
706150	5939	zinc ion binding	molecular_function	GO:0008270
706150	3827	intracellular	cellular_component	GO:0005622
706161	5144	cell cycle arrest	biological_process	GO:0007050
706161	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
706161	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
706161	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
706161	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
706161	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
706165	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
706165	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
706165	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
706165	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
706165	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
706171	3708	binding	molecular_function	GO:0005488
706171	4927	transport	biological_process	GO:0006810
706171	9320	membrane	cellular_component	GO:0016020
706174	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
706174	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
706174	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
706174	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
706174	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
706178	2290	catalytic activity	molecular_function	GO:0003824
706178	4725	polyamine biosynthetic process	biological_process	GO:0006596
706178	2962	ornithine decarboxylase activity	molecular_function	GO:0004586
706183	5747	chitin binding	molecular_function	GO:0008061
706183	3727	protein binding	molecular_function	GO:0005515
706186	2246	actin binding	molecular_function	GO:0003779
706190	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
706190	4143	carbohydrate metabolic process	biological_process	GO:0005975
706194	2176	DNA binding	molecular_function	GO:0003677
706194	3827	intracellular	cellular_component	GO:0005622
706194	4443	base-excision repair	biological_process	GO:0006284
706194	2290	catalytic activity	molecular_function	GO:0003824
706194	4440	DNA repair	biological_process	GO:0006281
706199	5747	chitin binding	molecular_function	GO:0008061
706199	4143	carbohydrate metabolic process	biological_process	GO:0005975
706199	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
706199	2290	catalytic activity	molecular_function	GO:0003824
706203	3727	protein binding	molecular_function	GO:0005515
706203	5939	zinc ion binding	molecular_function	GO:0008270
706203	3004	phospholipase D activity	molecular_function	GO:0004630
706209	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
706209	4143	carbohydrate metabolic process	biological_process	GO:0005975
706210	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
706210	4143	carbohydrate metabolic process	biological_process	GO:0005975
706217	3632	nucleoside transmembrane transporter activity	molecular_function	GO:0005337
706217	9166	nucleoside transport	biological_process	GO:0015858
706217	9321	integral to membrane	cellular_component	GO:0016021
706217	3546	transporter activity	molecular_function	GO:0005215
706217	4927	transport	biological_process	GO:0006810
706219	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
706219	4143	carbohydrate metabolic process	biological_process	GO:0005975
706220	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
706220	4143	carbohydrate metabolic process	biological_process	GO:0005975
706223	6214	dynein ATPase activity	molecular_function	GO:0008567
706225	2196	transcription factor activity	molecular_function	GO:0003700
706225	3838	nucleus	cellular_component	GO:0005634
706225	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
706225	5939	zinc ion binding	molecular_function	GO:0008270
706225	19030	sequence-specific DNA binding	molecular_function	GO:0043565
706225	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
706225	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
706225	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
706225	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
706225	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
706227	3878	spliceosome	cellular_component	GO:0005681
706227	5160	mitosis	biological_process	GO:0007067
706229	3708	binding	molecular_function	GO:0005488
706240	3727	protein binding	molecular_function	GO:0005515
706240	4743	SRP-dependent cotranslational protein targeting to membrane	biological_process	GO:0006614
706240	5980	7S RNA binding	molecular_function	GO:0008312
706240	20340	negative regulation of translational elongation	biological_process	GO:0045900
706240	22828	signal recognition particle	cellular_component	GO:0048500
706242	4143	carbohydrate metabolic process	biological_process	GO:0005975
706242	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
706242	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
706242	2290	catalytic activity	molecular_function	GO:0003824
706244	2175	nucleic acid binding	molecular_function	GO:0003676
706244	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
706244	16887	DNA polymerase activity	molecular_function	GO:0034061
706245	5830	metabolic process	biological_process	GO:0008152
706245	6075	acyltransferase activity	molecular_function	GO:0008415
706245	2307	1-acylglycerol-3-phosphate O-acyltransferase activity	molecular_function	GO:0003841
706246	19912	cell redox homeostasis	biological_process	GO:0045454
706246	2234	protein disulfide isomerase activity	molecular_function	GO:0003756
706271	4143	carbohydrate metabolic process	biological_process	GO:0005975
706271	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
706271	2290	catalytic activity	molecular_function	GO:0003824
706273	4143	carbohydrate metabolic process	biological_process	GO:0005975
706273	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
706273	2290	catalytic activity	molecular_function	GO:0003824
706279	3708	binding	molecular_function	GO:0005488
706287	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
706287	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
706287	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
706287	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
706287	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
706293	5830	metabolic process	biological_process	GO:0008152
706293	281	magnesium ion binding	molecular_function	GO:0000287
706293	9940	transferase activity	molecular_function	GO:0016740
706293	13821	thiamin pyrophosphate binding	molecular_function	GO:0030976
706293	2290	catalytic activity	molecular_function	GO:0003824
706293	2432	acetolactate synthase activity	molecular_function	GO:0003984
706293	6691	branched chain family amino acid biosynthetic process	biological_process	GO:0009082
706293	23919	FAD binding	molecular_function	GO:0050660
706312	2771	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) activity	molecular_function	GO:0004365
706312	4261	glycolysis	biological_process	GO:0006096
706312	24535	NAD binding	molecular_function	GO:0051287
706312	3736	ATP binding	molecular_function	GO:0005524
706315	2175	nucleic acid binding	molecular_function	GO:0003676
706315	3838	nucleus	cellular_component	GO:0005634
706315	5939	zinc ion binding	molecular_function	GO:0008270
706322	2216	RNA binding	molecular_function	GO:0003723
706322	3827	intracellular	cellular_component	GO:0005622
706322	4541	RNA processing	biological_process	GO:0006396
706322	3708	binding	molecular_function	GO:0005488
706322	3027	polyribonucleotide nucleotidyltransferase activity	molecular_function	GO:0004654
706333	3617	lipid transporter activity	molecular_function	GO:0005319
706333	4980	lipid transport	biological_process	GO:0006869
706343	3166	triacylglycerol lipase activity	molecular_function	GO:0004806
706343	4758	lipid metabolic process	biological_process	GO:0006629
706343	2290	catalytic activity	molecular_function	GO:0003824
706343	2826	1-phosphatidylinositol 4-kinase activity	molecular_function	GO:0004430
706348	3708	binding	molecular_function	GO:0005488
706351	3827	intracellular	cellular_component	GO:0005622
706351	5250	signal transduction	biological_process	GO:0007165
706352	2826	1-phosphatidylinositol 4-kinase activity	molecular_function	GO:0004430
706355	5906	cysteine-type peptidase activity	molecular_function	GO:0008234
706357	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
706357	4143	carbohydrate metabolic process	biological_process	GO:0005975
706376	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
706376	4143	carbohydrate metabolic process	biological_process	GO:0005975
706384	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
706384	2357	DNA-directed RNA polymerase I activity	molecular_function	GO:0003900
706384	2358	DNA-directed RNA polymerase II activity	molecular_function	GO:0003901
706384	2359	DNA-directed RNA polymerase III activity	molecular_function	GO:0003902
706384	16888	RNA polymerase activity	molecular_function	GO:0034062
706389	611	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
706389	3147	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
706389	6073	8-oxo-7,8-dihydroguanine triphosphatase activity	molecular_function	GO:0008413
706389	6379	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
706389	6416	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
706389	6447	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
706389	9684	pyrophosphatase activity	molecular_function	GO:0016462
706389	11455	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
706389	11456	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
706389	18631	ATP-dependent 5'-3' DNA helicase activity	molecular_function	GO:0043141
706396	9321	integral to membrane	cellular_component	GO:0016021
706397	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
706397	3782	extracellular region	cellular_component	GO:0005576
706397	4143	carbohydrate metabolic process	biological_process	GO:0005975
706397	13137	cellulose binding	molecular_function	GO:0030248
706397	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
706397	2290	catalytic activity	molecular_function	GO:0003824
706404	3708	binding	molecular_function	GO:0005488
706415	2176	DNA binding	molecular_function	GO:0003677
706415	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
706415	3838	nucleus	cellular_component	GO:0005634
706415	4499	transcription	biological_process	GO:0006350
