#transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
514304	513192	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
514354	513242	KOG1032	Uncharacterized conserved protein, contains GRAM domain	Function unknown 	POORLY CHARACTERIZED
514479	513367	KOG4182	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
514687	513575	KOG3854	SPRT-like metalloprotease	Function unknown 	POORLY CHARACTERIZED
514865	513753	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
515162	514050	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
515422	514310	KOG2812	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
515439	514327	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
515634	514522	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
515686	514574	KOG3345	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
515765	514653	KOG4735	Extracellular protein with conserved cysteines	Function unknown 	POORLY CHARACTERIZED
515979	514867	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
515988	514876	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
516086	514974	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
516105	514993	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
516230	515118	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
516244	515132	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
516349	515237	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
516410	515298	KOG3299	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
516758	515646	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
516845	515733	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
517009	515897	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
517165	516053	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
517385	516273	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
517449	516337	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
517450	516338	KOG0013	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
517472	516360	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
517483	516371	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
517658	516546	KOG4653	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
518018	516906	KOG3407	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
518192	517080	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
518236	517124	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
518239	517127	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
518540	517428	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
519069	517957	KOG2357	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
519521	518409	KOG2690	Uncharacterized conserved protein, contains BSD domain	Function unknown 	POORLY CHARACTERIZED
519758	518646	KOG0295	WD40 repeat-containing protein	Function unknown 	POORLY CHARACTERIZED
519974	518862	KOG4469	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
520146	519034	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
520315	519203	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
520338	519226	KOG1181	FOG: Low-complexity	Function unknown 	POORLY CHARACTERIZED
520593	519481	KOG3017	Defense-related protein containing SCP domain	Function unknown 	POORLY CHARACTERIZED
520665	519553	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
521042	519930	KOG4725	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
521137	520025	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
521149	520037	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
521339	520227	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
521794	520682	KOG2103	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
522413	521301	KOG4672	Uncharacterized conserved low complexity protein	Function unknown 	POORLY CHARACTERIZED
522458	521346	KOG2374	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
523289	522177	KOG2812	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
523319	522207	KOG0281	Beta-TrCP (transducin repeats containing)/Slimb proteins	Function unknown 	POORLY CHARACTERIZED
523377	522265	KOG3951	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
523655	522543	KOG2881	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
523936	522824	KOG4308	LRR-containing protein	Function unknown 	POORLY CHARACTERIZED
524457	523345	KOG0043	Uncharacterized conserved protein, contains DM10 domain	Function unknown 	POORLY CHARACTERIZED
524710	523598	KOG2990	C2C2-type Zn-finger protein	Function unknown 	POORLY CHARACTERIZED
525005	523893	KOG0281	Beta-TrCP (transducin repeats containing)/Slimb proteins	Function unknown 	POORLY CHARACTERIZED
525025	523913	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
525110	523998	KOG0295	WD40 repeat-containing protein	Function unknown 	POORLY CHARACTERIZED
525255	524143	KOG0212	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
525275	524163	KOG2117	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
620913	619801	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
624687	623575	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
625427	624315	KOG4643	Uncharacterized coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
625660	624548	KOG4562	Uncharacterized conserved protein (tumor-rejection antigen MAGE in humans)	Function unknown 	POORLY CHARACTERIZED
625791	624679	KOG2933	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
627047	625935	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
627454	626342	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
627564	626452	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
628249	627137	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
628330	627218	KOG4273	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
631627	630515	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
632267	631155	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
632274	631162	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
632311	631199	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
632391	631279	KOG1181	FOG: Low-complexity	Function unknown 	POORLY CHARACTERIZED
632473	631361	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
632803	631691	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
634814	633702	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
635342	634230	KOG1181	FOG: Low-complexity	Function unknown 	POORLY CHARACTERIZED
636158	635046	KOG3596	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
637693	636581	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
637773	636661	KOG2611	Neurochondrin/leucine-rich protein (Neurochondrin)	Function unknown 	POORLY CHARACTERIZED
638342	637230	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
638533	637421	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
640556	639444	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
640873	639761	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
640929	639817	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
641006	639894	KOG2385	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
642431	641319	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
643562	642450	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
643836	642724	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
644299	643187	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
644929	643817	KOG4643	Uncharacterized coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
648293	647181	KOG4670	Uncharacterized conserved membrane protein	Function unknown 	POORLY CHARACTERIZED
661749	660637	KOG1088	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
662577	661465	KOG2970	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
662945	661833	KOG1843	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
663002	661890	KOG0271	Notchless-like WD40 repeat-containing protein	Function unknown 	POORLY CHARACTERIZED
663490	662378	KOG3381	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
663540	662428	KOG4340	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
663671	662559	KOG1566	Conserved protein Mo25	Function unknown 	POORLY CHARACTERIZED
663767	662655	KOG4340	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
664204	663092	KOG3975	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
664254	663142	KOG2765	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
664307	663195	KOG3410	Conserved alpha-helical protein	Function unknown 	POORLY CHARACTERIZED
664370	663258	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
664417	663305	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
664419	663307	KOG4774	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
664442	663330	KOG4093	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
664464	663352	KOG1181	FOG: Low-complexity	Function unknown 	POORLY CHARACTERIZED
664560	663448	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
664721	663609	KOG0308	Conserved WD40 repeat-containing protein	Function unknown 	POORLY CHARACTERIZED
664859	663747	KOG2490	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
664920	663808	KOG2235	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
664991	663879	KOG1181	FOG: Low-complexity	Function unknown 	POORLY CHARACTERIZED
665008	663896	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
665037	663925	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
665053	663941	KOG0043	Uncharacterized conserved protein, contains DM10 domain	Function unknown 	POORLY CHARACTERIZED
665074	663962	KOG3017	Defense-related protein containing SCP domain	Function unknown 	POORLY CHARACTERIZED
665075	663963	KOG3017	Defense-related protein containing SCP domain	Function unknown 	POORLY CHARACTERIZED
665105	663993	KOG0472	Leucine-rich repeat protein	Function unknown 	POORLY CHARACTERIZED
665116	664004	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
665173	664061	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
665222	664110	KOG1910	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
665238	664126	KOG3854	SPRT-like metalloprotease	Function unknown 	POORLY CHARACTERIZED
665243	664131	KOG3854	SPRT-like metalloprotease	Function unknown 	POORLY CHARACTERIZED
665250	664138	KOG3854	SPRT-like metalloprotease	Function unknown 	POORLY CHARACTERIZED
665377	664265	KOG4533	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
665422	664310	KOG4511	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
665485	664373	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
665490	664378	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
665550	664438	KOG0309	Conserved WD40 repeat-containing protein	Function unknown 	POORLY CHARACTERIZED
665595	664483	KOG4002	Uncharacterized integral membrane protein	Function unknown 	POORLY CHARACTERIZED
665615	664503	KOG0167	FOG: Armadillo/beta-catenin-like repeats	Function unknown 	POORLY CHARACTERIZED
665667	664555	KOG3032	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
665686	664574	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
665737	664625	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
665798	664686	KOG4508	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
665946	664834	KOG4473	Uncharacterized membrane protein	Function unknown 	POORLY CHARACTERIZED
666038	664926	KOG3395	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
666046	664934	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
666060	664948	KOG0282	mRNA splicing factor	Function unknown 	POORLY CHARACTERIZED
666210	665098	KOG0167	FOG: Armadillo/beta-catenin-like repeats	Function unknown 	POORLY CHARACTERIZED
666256	665144	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
666280	665168	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
666365	665253	KOG2660	Locus-specific chromosome binding proteins	Function unknown 	POORLY CHARACTERIZED
666407	665295	KOG3918	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
666416	665304	KOG1910	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
666482	665370	KOG2306	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
666484	665372	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
666504	665392	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
666567	665455	KOG4308	LRR-containing protein	Function unknown 	POORLY CHARACTERIZED
666576	665464	KOG3652	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
666640	665528	KOG4358	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
666740	665628	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
666847	665735	KOG1043	Ca2+-binding transmembrane protein LETM1/MRS7	Function unknown 	POORLY CHARACTERIZED
666872	665760	KOG4623	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
666882	665770	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
666908	665796	KOG0167	FOG: Armadillo/beta-catenin-like repeats	Function unknown 	POORLY CHARACTERIZED
666922	665810	KOG3695	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
666926	665814	KOG4147	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
666971	665859	KOG2846	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
667035	665923	KOG3393	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
667083	665971	KOG3039	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
667175	666063	KOG4833	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
667223	666111	KOG4383	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
667246	666134	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
667305	666193	KOG0997	Uncharacterized conserved protein Sand	Function unknown 	POORLY CHARACTERIZED
667311	666199	KOG4595	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
667445	666333	KOG1181	FOG: Low-complexity	Function unknown 	POORLY CHARACTERIZED
667447	666335	KOG3991	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
667479	666367	KOG2205	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
667511	666399	KOG2106	Uncharacterized conserved protein, contains HELP and WD40 domains	Function unknown 	POORLY CHARACTERIZED
667522	666410	KOG3044	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
667638	666526	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
667686	666574	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
667687	666575	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
667691	666579	KOG4358	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
667733	666621	KOG2660	Locus-specific chromosome binding proteins	Function unknown 	POORLY CHARACTERIZED
667759	666647	KOG3992	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
667776	666664	KOG3695	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
667782	666670	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
668017	666905	KOG1032	Uncharacterized conserved protein, contains GRAM domain	Function unknown 	POORLY CHARACTERIZED
668032	666920	KOG2106	Uncharacterized conserved protein, contains HELP and WD40 domains	Function unknown 	POORLY CHARACTERIZED
668062	666950	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
668102	666990	KOG4455	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
668153	667041	KOG4562	Uncharacterized conserved protein (tumor-rejection antigen MAGE in humans)	Function unknown 	POORLY CHARACTERIZED
668190	667078	KOG3695	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
668229	667117	KOG1181	FOG: Low-complexity	Function unknown 	POORLY CHARACTERIZED
668249	667137	KOG4562	Uncharacterized conserved protein (tumor-rejection antigen MAGE in humans)	Function unknown 	POORLY CHARACTERIZED
668272	667160	KOG3425	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
668280	667168	KOG2585	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
668384	667272	KOG0992	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
668404	667292	KOG3054	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
668460	667348	KOG4473	Uncharacterized membrane protein	Function unknown 	POORLY CHARACTERIZED
668525	667413	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
668529	667417	KOG0472	Leucine-rich repeat protein	Function unknown 	POORLY CHARACTERIZED
668571	667459	KOG3975	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
668602	667490	KOG3740	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
668737	667625	KOG1297	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
668739	667627	KOG2796	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
668780	667668	KOG3680	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
668823	667711	KOG4262	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
668865	667753	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
668888	667776	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
668897	667785	KOG3693	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
668937	667825	KOG2567	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
669015	667903	KOG4463	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
669087	667975	KOG1972	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
669163	668051	KOG2632	Rhomboid family proteins	Function unknown 	POORLY CHARACTERIZED
669269	668157	KOG1181	FOG: Low-complexity	Function unknown 	POORLY CHARACTERIZED
669340	668228	KOG4506	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
669361	668249	KOG4051	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
669457	668345	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
669467	668355	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
669486	668374	KOG4508	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
669499	668387	KOG2339	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
669504	668392	KOG3854	SPRT-like metalloprotease	Function unknown 	POORLY CHARACTERIZED
669544	668432	KOG2676	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
669557	668445	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
669631	668519	KOG4657	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
669656	668544	KOG4356	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
669786	668674	KOG4483	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
669820	668708	KOG2660	Locus-specific chromosome binding proteins	Function unknown 	POORLY CHARACTERIZED
669831	668719	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
669895	668783	KOG3058	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
669921	668809	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
669936	668824	KOG2885	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
670014	668902	KOG3683	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
670028	668916	KOG1032	Uncharacterized conserved protein, contains GRAM domain	Function unknown 	POORLY CHARACTERIZED
670101	668989	KOG4473	Uncharacterized membrane protein	Function unknown 	POORLY CHARACTERIZED
670174	669062	KOG2913	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
670196	669084	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
670333	669221	KOG2172	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
670346	669234	KOG4346	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
670367	669255	KOG2557	Uncharacterized conserved protein, contains TLDc domain	Function unknown 	POORLY CHARACTERIZED
670380	669268	KOG2545	Conserved membrane protein	Function unknown 	POORLY CHARACTERIZED
670531	669419	KOG4780	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
670533	669421	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
670597	669485	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
670638	669526	KOG4383	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
670727	669615	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
670741	669629	KOG4694	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
670821	669709	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
670871	669759	KOG4308	LRR-containing protein	Function unknown 	POORLY CHARACTERIZED
670981	669869	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
670983	669871	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
670984	669872	KOG4308	LRR-containing protein	Function unknown 	POORLY CHARACTERIZED
670996	669884	KOG3017	Defense-related protein containing SCP domain	Function unknown 	POORLY CHARACTERIZED
670997	669885	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
671122	670010	KOG1835	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
671138	670026	KOG4023	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
671254	670142	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
671333	670221	KOG4308	LRR-containing protein	Function unknown 	POORLY CHARACTERIZED
671420	670308	KOG1181	FOG: Low-complexity	Function unknown 	POORLY CHARACTERIZED
671584	670472	KOG3870	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
671702	670590	KOG3017	Defense-related protein containing SCP domain	Function unknown 	POORLY CHARACTERIZED
671742	670630	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
671849	670737	KOG3854	SPRT-like metalloprotease	Function unknown 	POORLY CHARACTERIZED
671859	670747	KOG1181	FOG: Low-complexity	Function unknown 	POORLY CHARACTERIZED
671866	670754	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
671887	670775	KOG4027	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
671933	670821	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
671939	670827	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
671976	670864	KOG4735	Extracellular protein with conserved cysteines	Function unknown 	POORLY CHARACTERIZED
672027	670915	KOG2678	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
672079	670967	KOG4023	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
672084	670972	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
672088	670976	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
672138	671026	KOG4506	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
672147	671035	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
672162	671050	KOG3918	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
672165	671053	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
672173	671061	KOG1910	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
672203	671091	KOG4803	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
672217	671105	KOG4102	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
672341	671229	KOG1296	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
672402	671290	KOG2819	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
672493	671381	KOG3604	Pecanex	Function unknown 	POORLY CHARACTERIZED
672504	671392	KOG2637	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
672575	671463	KOG2385	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
672596	671484	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
672643	671531	KOG0917	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
672662	671550	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
672683	671571	KOG4379	Uncharacterized conserved protein (tumor antigen CML66 in humans)	Function unknown 	POORLY CHARACTERIZED
672722	671610	KOG3854	SPRT-like metalloprotease	Function unknown 	POORLY CHARACTERIZED
672761	671649	KOG1181	FOG: Low-complexity	Function unknown 	POORLY CHARACTERIZED
672767	671655	KOG0992	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
672817	671705	KOG0992	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
